product_number,winetype,name
516647,jälkiruokaviinit,Château La Tour Blanche
577404,jälkiruokaviinit,Château La Tour Blanche
513667,jälkiruokaviinit,Château Nairac
513657,jälkiruokaviinit,Château Rieussec
502247,jälkiruokaviinit,Château Rieussec
502594,jälkiruokaviinit,Château Rieussec
502967,jälkiruokaviinit,Château Suduiraut
511414,jälkiruokaviinit,Château Suduiraut
556794,jälkiruokaviinit,Blaxsta Vingård Cabernet Franc Icewine
512884,jälkiruokaviinit,Dr. Loosen Erdener Prälat Riesling Auslese
557004,jälkiruokaviinit,Mülheimer Helenenkloster Riesling Eiswein
596144,jälkiruokaviinit,Winzerverein Deidesheim Herrgottsacker Riesling Auslese
541537,jälkiruokaviinit,Kloster Eberbach Rauenthaler Baiken Rheingau Riesling Spätlese
508514,jälkiruokaviinit,Louis Guntrum Silvaner Eiswein
654317,jälkiruokaviinit,Rönnvik
519056,jälkiruokaviinit,Puklus Pinceszet Tokaji Aszu 5 Puttonyos
516676,jälkiruokaviinit,Tokaji Aszu 4 Puttonyos
