product_number,winetype,name
007295,valkoviinit,J. P. Chenet Colombard-Chardonnay
007206,valkoviinit,J. P. Chenet Colombard-Chardonnay
572958,valkoviinit,J. P. Chenet Colombard-Chardonnay 2014 hanapa
520597,valkoviinit,Plaimont Sauvignon
571568,valkoviinit,Prins Oliver Colombard Sauvignon  hanapa
576527,valkoviinit,Chatonnière Chardonnay
509457,valkoviinit,Douce Nature Organic Chardonnay 2014 muovi
513427,valkoviinit,Douce Nature Organic Sauvignon Blanc 2014 muovi
584497,valkoviinit,J.P. Chenet Sauvignon Blanc
593227,valkoviinit,La Petite Perriere Sauvignon
506137,valkoviinit,Les Fumées Blanches Sauvignon Blanc
560638,valkoviinit,Les Fumées Blanches Sauvignon Blanc 2014 hanapa
524247,valkoviinit,Les Parelles Côtes du Jura Chardonnay
008188,valkoviinit,L
595507,valkoviinit,Belleruche Blanc
588617,valkoviinit,Chapoutier Ermitage de l'Orée
573867,valkoviinit,Chapoutier Ermitage Le Méal Blanc
560397,valkoviinit,Chapoutier Ermitage l'Ermite Blanc
573277,valkoviinit,La Vieille Ferme Blanc
544137,valkoviinit,La Revedere Feteasca Regala
592277,valkoviinit,Murfatlar Late Harvest Chard
529487,valkoviinit,Bürgerspital Würzburger Pfaffenberg Silvaner Trocken
524667,valkoviinit,Blitz Riesling
543897,valkoviinit,Brauneberg Juffer Sonnenuhr Riesling Trocken GG
514287,valkoviinit,Brauneberger Juffer Sonnenuhr Riesling  GG 2011
503377,valkoviinit,Carl Loewen Quant Riesling
564567,valkoviinit,Dr. Hermann Erdener Treppchen Riesling Kabinett
501097,valkoviinit,Grans-Fassian Apotheke Riesling GG
564838,valkoviinit,Kirschner Mosel Riesling 2012 hanapa
007651,valkoviinit,Königsmosel Riesling
546778,valkoviinit,Mosel White Wine 2014 hanapa
570067,valkoviinit,Moselland Ars Vitis Riesling
007665,valkoviinit,Moselland Riesling Kabinett
007185,valkoviinit,Moselland Riesling Kabinett 2014 hanapa
007695,valkoviinit,Moselland Riesling Trocken
595688,valkoviinit,Niedeberg Helden Riesling GG
550487,valkoviinit,Schloss Lieser Niedeberg Helden Auslese
558218,valkoviinit,Blue Bag 2011 viini
509807,valkoviinit,Erlenbacher Kayberg Riesling
536508,valkoviinit,Festivo Riesling  kartonkit
549947,valkoviinit,Bereich Nahetal
508747,valkoviinit,Korrell Riesling vom Tonmergel
521607,valkoviinit,Rüdesheimer Rosengarten
555567,valkoviinit,Anselmann Riesling Classic
537507,valkoviinit,Anselmann Weißburgunder Trocken
587777,valkoviinit,Black Tower Classic Riesling
596147,valkoviinit,Black Tower Riesling Gewürztraminer
576948,valkoviinit,Devil's Rock Riesling  hanapa
007694,valkoviinit,Devil's Rock Riesling
540227,valkoviinit,Dr. von Bassermann-Jordan Grauer Burgunder
007675,valkoviinit,Kendermanns Classic Riesling
007781,valkoviinit,Lind Gewürztraminer Trocken
567904,valkoviinit,Max Mann Riesling
502977,valkoviinit,Neiss Pinot Grigio Trocken
560007,valkoviinit,Nett Sauvignon Blanc
007882,valkoviinit,Zimmermann-Graeff Classic Riesling
548858,valkoviinit,50° Riesling 2014 hanapa
514597,valkoviinit,Georg Breuer Terra Montosa Rheingau Riesling
588234,valkoviinit,Kloster Eberbach Riesling Trocken
543037,valkoviinit,Schloss Schönborn Hattenheim Pfaffenberg Riesling
554127,valkoviinit,Schloss Schönborn Rheingau Riesling Trocken
548217,valkoviinit,Von Unserm' Rheingau Riesling Trocken
580247,valkoviinit,Baron Heyl Estate Riesling
522798,valkoviinit,Black Tower Dry Riesling  hanapa
007352,valkoviinit,Black Tower Hedgerow Organic White Wine
007932,valkoviinit,Black Tower Rivaner 2012 hanapa
007934,valkoviinit,Black Tower Rivaner
008088,valkoviinit,Blue Nun  hanapa
008086,valkoviinit,Blue Nun
538407,valkoviinit,Deep Roots Riesling Trocken
577607,valkoviinit,Devil's Rock Pinot Grigio
518307,valkoviinit,Green Soul Riesling
598417,valkoviinit,Greenleaf Organic Riesling
583347,valkoviinit,Kendermanns Organic
560467,valkoviinit,Kühling-Gillot Oppenheim Riesling Trocken
004911,valkoviinit,Liebfrau
007316,valkoviinit,Liebfraumilch Marienglöckchen
580188,valkoviinit,Rhine Lady 2011 hanapa
502577,valkoviinit,Sommelier Selection Pinot Grigio Riesling
007733,valkoviinit,St. Ursula Ornament Organic
535478,valkoviinit,Tausendhügel Dry Riesling 2014 hanapa
511447,valkoviinit,Château Belá Riesling
515507,valkoviinit,Pullus Sauvignon
004971,valkoviinit,Ri
503717,valkoviinit,Hurlevent Heida
547097,valkoviinit,Jolicoeur
567907,valkoviinit,Bird's Tree
004981,valkoviinit,Magyar Fehé
549818,valkoviinit,Magyar Fehér Bor  hanapa
505057,valkoviinit,Pannonhalmi Tricollis
599427,valkoviinit,St. Stephan's Crown Grüner Veltliner
598027,valkoviinit,Oremus Mandolás Tokaji Dry
556247,valkoviinit,Cloudy Bay Sauvignon Blanc
593467,valkoviinit,Craggy Range Te Muna Road Vineyard Sauvignon Blanc
572427,valkoviinit,Fernway Sauvignon Blanc
586067,valkoviinit,Jackson Estate Stich Sauvignon Blanc
579137,valkoviinit,Little Beauty Black Edition Pinot Gris
543598,valkoviinit,Matua Sauvignon Blanc 2014 hanapa
569227,valkoviinit,Mud House Marlborough Sauvignon Blanc
551987,valkoviinit,Old Coach Road Unoaked Chardonnay
501427,valkoviinit,Saint Clair Pioneer Block Sawcut Chardonnay
568487,valkoviinit,Sileni Cellar Selection Pinot Gris
519767,valkoviinit,Sileni The Lodge Chardonnay
599237,valkoviinit,Spy Valley Gewürztraminer
539947,valkoviinit,Spy Valley Riesling
533637,valkoviinit,Squealing Pig Sauvignon Blanc 2014 muovi
588697,valkoviinit,Staete Landt Josephine Chardonnay
545277,valkoviinit,Te Kairanga Pinot Gris
527747,valkoviinit,Vicarage Lane Marlborough Sauvignon Blanc
520827,valkoviinit,Villa Maria Cellar Selection Riesling
516387,valkoviinit,Villa Maria Cellar Selection Sauvignon Gris
544404,valkoviinit,Villa Maria Private Bin Organic Sauvignon Blanc
582867,valkoviinit,Villa Maria Wairau Valley Sauvignon Blanc Reserve
596487,valkoviinit,Yealands Estate Single Vineyard P.G.R.
503858,valkoviinit,FlipFlop Californian White 2013 kartonkit
580407,valkoviinit,Beringer Chardonnay
516182,valkoviinit,Blossom Hill Winemaker’s Reserve Chard
543757,valkoviinit,Byron Nielson Vineyard Chardonnay
574297,valkoviinit,California G
574298,valkoviinit,California Garden  hanapa
553908,valkoviinit,Calitopia Chardonnay  viini
596297,valkoviinit,Calitopia Riesling Muscat
528737,valkoviinit,Cambria Tepusquet Vineyard Viognier
525417,valkoviinit,Chateau St Jean Chardonnay
550207,valkoviinit,District 7 Sauvignon Blanc
555867,valkoviinit,Jekel Gravelstone Chardonnay
595797,valkoviinit,Marimar Estate Don Miguel Vineyard Chardonnay Dobles Lías
572158,valkoviinit,Paul Masson California White  hanapa
004366,valkoviinit,St. Elmo Vi
543668,valkoviinit,St. Elmo Village  hanapa
007526,valkoviinit,Turning Leaf Chardonnay
517047,valkoviinit,Rainstorm Pinot Gris
505377,valkoviinit,Eufloria
543697,valkoviinit,K Vinters Viognier
516277,valkoviinit,Kungfu Girl Riesling
659918,hedelmä- ja aromatisoidut viinit,Peñasol Sangria  kartonkit
614347,hedelmä- ja aromatisoidut viinit,Le P'tit Fruité Rosé Grape
328997,hedelmä- ja aromatisoidut viinit,Chymos Ka
002623,hedelmä- ja aromatisoidut viinit,Chymos Kir
002763,hedelmä- ja aromatisoidut viinit,Chymos Man
002583,hedelmä- ja aromatisoidut viinit,Chymos Mustahe
002753,hedelmä- ja aromatisoidut viinit,Chymos Mus
002793,hedelmä- ja aromatisoidut viinit,Chymos Ruska Väkevä Puolukka
002687,hedelmä- ja aromatisoidut viinit,Chymos Suomuurain 
322077,hedelmä- ja aromatisoidut viinit,Chymos 
385567,hedelmä- ja aromatisoidut viinit,Chymos Vadelma Kimara  muovi
318497,hedelmä- ja aromatisoidut viinit,Chymos Väkevä Päärynäviini  muovi
609097,hedelmä- ja aromatisoidut viinit,Helmeilevä Karpaloviini  muovi
643137,hedelmä- ja aromatisoidut viinit,Helmeilevä Omenaviini  muovi
671817,hedelmä- ja aromatisoidut viinit,Helmeilevä Päärynäviini  muovi
692087,hedelmä- ja aromatisoidut viinit,Helmeilevä Vadelma-mustikkaviini  muovi
003732,hedelmä- ja aromatisoidut viinit,Huttunen Hedelmävalkoviini  kartonkit
603107,hedelmä- ja aromatisoidut viinit,Keurusseudun Marja Valkoherukka
652487,hedelmä- ja aromatisoidut viinit,Koskenvarsi Marjapuna
308967,hedelmä- ja aromatisoidut viinit,Lakka Väkevä 
383877,hedelmä- ja aromatisoidut viinit,Last Mango  muovi
314148,hedelmä- ja aromatisoidut viinit,Last Passionfruit  kartonkit
389467,hedelmä- ja aromatisoidut viinit,Last Pineapple  muovi
372097,hedelmä- ja aromatisoidut viinit,Mansikka Väkevä Viini  muovi
386927,hedelmä- ja aromatisoidut viinit,Mustaherukka Väkevä Viini  muovi
622537,hedelmä- ja aromatisoidut viinit,Omppu Helmeilevä Omenaviini  muovi
630627,hedelmä- ja aromatisoidut viinit,Punaisen Tuvan K
367657,hedelmä- ja aromatisoidut viinit,Vadelma Väkevä Viini  muovi
313457,hedelmä- ja aromatisoidut viinit,Kirsberry Cherry Speci
381547,portviinit,Barros Porto Colheita
312064,portviinit,Burmester 20 Years Old 
376607,portviinit,Burmester Colheita
330403,portviinit,Churchill's Reserve
003181,portviinit,Conde de Monsul 
360127,portviinit,Dow's Colheita Single Harvest Tawny Port
334736,portviinit,Dow's Nirvana Reserve
340797,portviinit,Dow's Trademark Finest Reserve
003286,portviinit,Ferreira Late Bottled Vintage
263587,portviinit,Fonseca Vintage Port
350927,portviinit,Graham's Crusted
003295,portviinit,Graham's Late Bottled Vintage Port
329331,portviinit,Graham's Late Bottled Vintage Port
373847,portviinit,Graham's Natura Reserve
347904,portviinit,Graham's Quinta dos Malvedos Vintage Port
354677,portviinit,Graham's Vintage Port
340447,portviinit,Kopke 30 Years Old
328507,portviinit,Krohn Lágrima Fine White
377727,portviinit,Niepoort Dry White
003235,portviinit,Niepoort
003211,portviinit,Old In
228287,portviinit,Quinta do Noval Vintage Port
345077,portviinit,Smith Woodhouse Late Bottled Vintage Port
334517,portviinit,Taylor's 10 Year Old Tawny
321674,portviinit,Taylor's Late Bottled Vintage Port
251897,portviinit,Taylor's Vintage Port
455017,punaviinit,Jacob's Creek UnVined Shiraz
448427,punaviinit,Eminasin Tempra
429674,punaviinit,Torres Natureo Free Syrah
476567,punaviinit,Bonne Nouvelle M
468977,punaviinit,Barrels and Drums Merlot Alcohol
538067,valkoviinit,Jacob's Creek UnVined Riesling
525437,valkoviinit,Eminasin Ve
531384,valkoviinit,Torres Natureo Free
562927,valkoviinit,Barrels and Drums Chardonnay Alcohol
521577,valkoviinit,Schloss Sommerau White Alkoho
558987,kuohuviinit & samppanjat,Alma 4 Pinot Rosé Brut Nature
555577,kuohuviinit & samppanjat,Finca Las Moras Rosé Syrah & Vio
008219,kuohuviinit & samppanjat,Carrington Vintage Brut
511387,kuohuviinit & samppanjat,De Bortoli DB Sparkling
581897,kuohuviinit & samppanjat,Jacob's Creek Chardonnay Pinot Noir
598817,kuohuviinit & samppanjat,Jansz Premium Cuvée
567967,kuohuviinit & samppanjat,Lindemans Cawarra
580867,kuohuviinit & samppanjat,Taltarni Brut Taché
529077,kuohuviinit & samppanjat,Yellowglen Pin
548407,kuohuviinit & samppanjat,Cono Sur
563967,kuohuviinit & samppanjat,Fr
563963,kuohuviinit & samppanjat,Fr
646637,kuohuviinit & samppanjat,NVY Passion 
575517,kuohuviinit & samppanjat,Tarapacá Brut Sparkling
561157,kuohuviinit & samppanjat,Torres Santa Digna Estelado Rosé
500427,kuohuviinit & samppanjat,Undurraga Royal
563917,kuohuviinit & samppanjat,Balfour 1503 Classic Cuvée
516127,kuohuviinit & samppanjat,Balfour Rosé 150
570647,kuohuviinit & samppanjat,1+1=3 Cava
553597,kuohuviinit & samppanjat,A
505457,kuohuviinit & samppanjat,Anna de Codorníu Cava
508777,kuohuviinit & samppanjat,Blossom Cava
505507,kuohuviinit & samppanjat,BonAval Cava Semi
538677,kuohuviinit & samppanjat,Campo Viejo Reserva Cava
583887,kuohuviinit & samppanjat,Can Vendrell Cava
008971,kuohuviinit & samppanjat,Castellblanc Cava
551494,kuohuviinit & samppanjat,Castellblanc Rosado Cava
528017,kuohuviinit & samppanjat,Castellblanc Rosado Cava Semi
008912,kuohuviinit & samppanjat,Codorníu Clasico Cav
589113,kuohuviinit & samppanjat,Codorníu Clasico Cav
008911,kuohuviinit & samppanjat,Codorníu Clásico Cav
509947,kuohuviinit & samppanjat,Codorniu Ecológica Cava Semi
008914,kuohuviinit & samppanjat,Codorníu Selección Raventos Cava
587077,kuohuviinit & samppanjat,Codorníu Selección Raventós Pinot Noir
534527,kuohuviinit & samppanjat,Faustino Cava Extra
008966,kuohuviinit & samppanjat,Freixenet Carta Nevada Cava Semi
008965,kuohuviinit & samppanjat,Freixenet Carta Nevada Cava Semi
008961,kuohuviinit & samppanjat,Freixenet Cordon Negro Cava
008963,kuohuviinit & samppanjat,Freixenet Cordon Negro Cava
008964,kuohuviinit & samppanjat,Freixenet Cordon Negro Cava
517147,kuohuviinit & samppanjat,Freixenet Cordon Rosado Cava
517143,kuohuviinit & samppanjat,Freixenet Cordon Rosado Cava
531257,kuohuviinit & samppanjat,Freixenet Elyssia Gran Cuvée Cava
541513,kuohuviinit & samppanjat,Freixenet Mia Mo
008512,kuohuviinit & samppanjat,Freixenet Vintage Reserva Cava Brut Nature
542787,kuohuviinit & samppanjat,Gramona Imperial Gran Reserva Brut
552097,kuohuviinit & samppanjat,Jaume Serra Cava
520513,kuohuviinit & samppanjat,Jaume Serra Cava Brut N
537827,kuohuviinit & samppanjat,Juvé y Camps Reserva de la Familia Gran Reserva Brut Nature
550007,kuohuviinit & samppanjat,Marqués de Monistrol Selección Especial Cava Semi
567437,kuohuviinit & samppanjat,Mas de la Sabatera Chardonnay Cava
535167,kuohuviinit & samppanjat,Mistinguett Vintage Edition Rosé Cava Brut
507347,kuohuviinit & samppanjat,Monistrol Selección Especial Cava
008972,kuohuviinit & samppanjat,Monistrol Winemakers Select Cava Brut
566117,kuohuviinit & samppanjat,Pago de Tharsys Millésime Rosé Reserva Cava Brut
586534,kuohuviinit & samppanjat,Papet del Mas Cava
523737,kuohuviinit & samppanjat,Parés Baltà 'b' Cava
584847,kuohuviinit & samppanjat,Perelada Cuvée Especial Cava Brut Nature
008981,kuohuviinit & samppanjat,Perelada Reserva Cava
537387,kuohuviinit & samppanjat,Platino Pink Mo
503447,kuohuviinit & samppanjat,Recaredo Gran Reserva Cava Brut Nature
673638,kuohuviinit & samppanjat,Sangria Lolailo  hanapa
536747,kuohuviinit & samppanjat,Segura Viudas Lavit Cava Brut Nature
553367,kuohuviinit & samppanjat,Soler-Jové Reserva Cava
594667,kuohuviinit & samppanjat,Sumarroca Gran Reserva Cava Brut Nature
589687,kuohuviinit & samppanjat,Vallformosa Vintage Cava Brut
520867,kuohuviinit & samppanjat,J.C. Le Roux La Fleu
547247,kuohuviinit & samppanjat,KWV Sparkling Ros
522257,kuohuviinit & samppanjat,Nederburg Cuvée
548387,kuohuviinit & samppanjat,Pearly Bay Celebration 
555687,kuohuviinit & samppanjat,Pongrácz Méthode Cap Classique
520977,kuohuviinit & samppanjat,Pongrácz Méthode Cap Classique Rosé
544947,kuohuviinit & samppanjat,Araldica Brachetto d'Acqui 
509597,kuohuviinit & samppanjat,Astoria Prosecco Cuvée Tenuta Val de Brun Extra Dry
008743,kuohuviinit & samppanjat,Beautiful Fruit Fr
534197,kuohuviinit & samppanjat,Bellavista Cuvée Franciacorta
008733,kuohuviinit & samppanjat,Burti La Rose Célébration 
595657,kuohuviinit & samppanjat,Canti Pinot Grigio
590077,kuohuviinit & samppanjat,Canti Raboso Rosé Extr
584687,kuohuviinit & samppanjat,Cinzano Asti 
548687,kuohuviinit & samppanjat,Colonnara Cuvée Tradition Brut
008761,kuohuviinit & samppanjat,Coralba Spu
552007,kuohuviinit & samppanjat,Desiderio Jeio Prosecco
501777,kuohuviinit & samppanjat,Famiglia Olivini Lugana Brut
513627,kuohuviinit & samppanjat,Fantinel Cuvée No 7 Prosecco Extr
559437,kuohuviinit & samppanjat,Fiorellino Prosecco Extr
008901,kuohuviinit & samppanjat,Gancia Asti 
008902,kuohuviinit & samppanjat,Gancia Asti 
008585,kuohuviinit & samppanjat,Gancia Asti 
589013,kuohuviinit & samppanjat,Gancia Asti 
585787,kuohuviinit & samppanjat,Gancia Prosecco
008772,kuohuviinit & samppanjat,La Pieve Pinot Chardonnay
503657,kuohuviinit & samppanjat,PerlApp Extra Dry
524167,kuohuviinit & samppanjat,Perlugo Extra
519647,kuohuviinit & samppanjat,Rotari Riserva Brut
571007,kuohuviinit & samppanjat,Rotari Rosé Brut
571003,kuohuviinit & samppanjat,Rotari Rosé Brut
576137,kuohuviinit & samppanjat,Soligo Prosecco
596087,kuohuviinit & samppanjat,Stefany Prosecco Brut
008776,kuohuviinit & samppanjat,Tosti Asti 
519787,kuohuviinit & samppanjat,Tosti Butterfly Dem
597217,kuohuviinit & samppanjat,Val d'Oca Millesimato Prosecco Extra Dry
537087,kuohuviinit & samppanjat,Verrocchio Prosecco
538714,kuohuviinit & samppanjat,Zonin Prosecco
544037,kuohuviinit & samppanjat,Stift Klosterneuburg Mathäi
573317,kuohuviinit & samppanjat,Szigeti Pinot Noir Rosé Brut
008893,kuohuviinit & samppanjat,Bernard-Massard Cuvée de l'Ecusson
588934,kuohuviinit & samppanjat,Bernard-Massard Cuvée de l'Ecusson
576427,kuohuviinit & samppanjat,Marquês De Marialva Blanc de Blancs Bruto
543717,kuohuviinit & samppanjat,Mateus Sparkling Rosé
008924,kuohuviinit & samppanjat,Ballet Brut Carte 
008824,kuohuviinit & samppanjat,Ballet Demi Sec Carte 
008841,kuohuviinit & samppanjat,Ballet Demi-Sec Carte 
008844,kuohuviinit & samppanjat,Café de Paris Blanc de Blancs
008845,kuohuviinit & samppanjat,Chevaliers de Malt
580417,kuohuviinit & samppanjat,Engel Crémant d'Alsace Chardonnay Brut
598777,kuohuviinit & samppanjat,J.P. Chenet Ice Edition Dem
521767,kuohuviinit & samppanjat,J.P. Chenet Rosé Dem
587087,kuohuviinit & samppanjat,Louis Picamelot Chardonnay
583487,kuohuviinit & samppanjat,Morin Crémant de Loire Rosé
008825,kuohuviinit & samppanjat,Muscador Muscat
008854,kuohuviinit & samppanjat,Opéra Blanc de Blancs
008852,kuohuviinit & samppanjat,Opéra Blanc de Blancs
008816,kuohuviinit & samppanjat,Pol Rémy
008796,kuohuviinit & samppanjat,Pol Rémy Dem
008793,kuohuviinit & samppanjat,Pol Rémy Dem
663847,kuohuviinit & samppanjat,Rebelle Rasp
529777,kuohuviinit & samppanjat,Sibelius
557247,kuohuviinit & samppanjat,Willm Crémant d'Alsace Rosé
008505,kuohuviinit & samppanjat,Vincent Chaudray Crémant de Bourgogne
008814,kuohuviinit & samppanjat,Wolfberger Crémant d'Alsace
008863,kuohuviinit & samppanjat,Vouvray Tête de Cuvée Brut
545868,kuohuviinit & samppanjat,Kriter
555847,kuohuviinit & samppanjat,Alexandre Bonnet Perle Rosée
526177,kuohuviinit & samppanjat,Amour de Deutz Brut
537517,kuohuviinit & samppanjat,André Clouet Grande Réserve Blanc de Noirs
568738,kuohuviinit & samppanjat,André Clouet Grande Réserve Blanc de Noirs
597247,kuohuviinit & samppanjat,Ayala Cuvée Perle d’Ayala Millésimé Brut
564344,kuohuviinit & samppanjat,Baron-Fuenté Grande Réserve
564257,kuohuviinit & samppanjat,Besserat de Bellefon Cuvée des Moines Millésime Brut
548517,kuohuviinit & samppanjat,Billecart-Salmon Brut Ré
546118,kuohuviinit & samppanjat,Billecart-Salmon Brut Ré
582897,kuohuviinit & samppanjat,Blondel Premier Cru Carte d'Or
008715,kuohuviinit & samppanjat,Bollinger Special Cuvée
591537,kuohuviinit & samppanjat,Bonnaire Grand Cru Blanc de Blancs Extra
008593,kuohuviinit & samppanjat,Bonnaire Tradition
599497,kuohuviinit & samppanjat,Bruno Paillard Première Cuvée
564737,kuohuviinit & samppanjat,Charles Heidsieck Réserve
597087,kuohuviinit & samppanjat,Charles Mignon Premium Reserve Rosé 1er Cru
008646,kuohuviinit & samppanjat,Cuvée Victoire Brut
592497,kuohuviinit & samppanjat,Cuvée William Deutz Brut Millésime
576557,kuohuviinit & samppanjat,Cuvée William Deutz Rosé
503767,kuohuviinit & samppanjat,De Saint Gall Dem
515777,kuohuviinit & samppanjat,De Saint Gall Rosé
529217,kuohuviinit & samppanjat,Delamotte Blanc de Blancs
555757,kuohuviinit & samppanjat,Delamotte Blanc de Blancs Brut
589407,kuohuviinit & samppanjat,Dom Pérignon Brut
520317,kuohuviinit & samppanjat,Duval-Leroy
583107,kuohuviinit & samppanjat,Duval-Leroy Cuvée Paris
591257,kuohuviinit & samppanjat,Fleury Fleur de l'Europe
570577,kuohuviinit & samppanjat,Gosset Excellence
570573,kuohuviinit & samppanjat,Gosset Excellence
508548,kuohuviinit & samppanjat,Gosset Excellence
554328,kuohuviinit & samppanjat,Gosset Excellence
565548,kuohuviinit & samppanjat,Gosset Grand Millésime Brut
566198,kuohuviinit & samppanjat,Gosset Grand Rosé
562668,kuohuviinit & samppanjat,Gosset Grande Reserve Brut Jer
591308,kuohuviinit & samppanjat,Gosset Grande Reserve Brut M
586423,kuohuviinit & samppanjat,Heidsieck Monopole Blue Top
559863,kuohuviinit & samppanjat,Heidsieck Monopole Rosé Top
521528,kuohuviinit & samppanjat,Irroy Carte d'Or
574184,kuohuviinit & samppanjat,Jacquart Rosé
525777,kuohuviinit & samppanjat,Jacques Selosse Substance
588767,kuohuviinit & samppanjat,Jacquesson Cuvée 738 Extra
513917,kuohuviinit & samppanjat,Jacquesson Dizy - Corne Bautray Brut
513587,kuohuviinit & samppanjat,Jacquesson Dizy Terres Rouges Rosé Extra Brut
008651,kuohuviinit & samppanjat,Jeanmaire Cuvée
008681,kuohuviinit & samppanjat,Lanson Black Label
008664,kuohuviinit & samppanjat,Lanson Gold Label Vintage Brut
585667,kuohuviinit & samppanjat,Lanson Vintage Collection Brut
577028,kuohuviinit & samppanjat,Lanson Vintage Collection Brut Magnum
512447,kuohuviinit & samppanjat,Laurent-Perrier Alexandra Grande Cuvée Rosé Brut
008621,kuohuviinit & samppanjat,Laurent-Perrier
522578,kuohuviinit & samppanjat,Laurent-Perrier Cuvée Rosé
546958,kuohuviinit & samppanjat,Laurent-Perrier Grand Siècle
572378,kuohuviinit & samppanjat,Laurent-Perrier Millésimé Brut
512787,kuohuviinit & samppanjat,Laurent-Perrier Ultra
521488,kuohuviinit & samppanjat,Les Réserves Grand S
542528,kuohuviinit & samppanjat,Les Réserves Grand S
541407,kuohuviinit & samppanjat,Louis Massing Réserve
578457,kuohuviinit & samppanjat,Louis Roederer Brut Pr
563677,kuohuviinit & samppanjat,Louis Roederer Cristal Rosé Brut
562567,kuohuviinit & samppanjat,Louis Roederer Rosé Brut
008783,kuohuviinit & samppanjat,Moët & Chandon Impérial
008782,kuohuviinit & samppanjat,Moët & Chandon Impérial
589057,kuohuviinit & samppanjat,Moët & Chandon Rosé Impérial
008741,kuohuviinit & samppanjat,Mumm Cordon Rouge
008751,kuohuviinit & samppanjat,Mumm Le Dem
536277,kuohuviinit & samppanjat,Nicolas Feuillatte Millésimé Chardonnay Brut
008662,kuohuviinit & samppanjat,Nicolas Feuillatte Réserve
008229,kuohuviinit & samppanjat,Nicolas Feuillatte Réserve
511897,kuohuviinit & samppanjat,Nicolas Feuillatte Rosé
543387,kuohuviinit & samppanjat,Pannier Blanc de Noirs Brut 
512974,kuohuviinit & samppanjat,Pannier Sélection
559607,kuohuviinit & samppanjat,Pascal Doquet Le Mesnil Sur Oger Grand Cru Brut
518647,kuohuviinit & samppanjat,Pol Roger Réserve
578657,kuohuviinit & samppanjat,Pol Roger Rich Dem
502497,kuohuviinit & samppanjat,Roses de Jeanne Les Ursules Brut
577177,kuohuviinit & samppanjat,Ruinart
588547,kuohuviinit & samppanjat,Saint-Maurice
590977,kuohuviinit & samppanjat,Salon Blanc de Blancs Le Mesnil Brut
008616,kuohuviinit & samppanjat,Taittinger Prestige Rosé
515458,kuohuviinit & samppanjat,Taittinger Prestige Rosé
582787,kuohuviinit & samppanjat,Taittinger Réserve
582788,kuohuviinit & samppanjat,Taittinger Réserve
526478,kuohuviinit & samppanjat,Taittinger Réserve Brut, Nebuchadn
502607,kuohuviinit & samppanjat,Thienot La Vigne Aux Gamins
008601,kuohuviinit & samppanjat,Veuve Clicquot
008603,kuohuviinit & samppanjat,Veuve Clicquot
586114,kuohuviinit & samppanjat,Veuve Clicquot
008815,kuohuviinit & samppanjat,Veuve Clicquot Dem
553827,kuohuviinit & samppanjat,Veuve Clicquot La Grande Dame Brut Rosé
008611,kuohuviinit & samppanjat,Veuve Clicquo
513537,kuohuviinit & samppanjat,Barth Riesling
589887,kuohuviinit & samppanjat,Becker-Steinhauer Riesling Sekt Extra Tr
580287,kuohuviinit & samppanjat,Blue Nun Gold Ed
583997,kuohuviinit & samppanjat,Deinhard Mediu
595887,kuohuviinit & samppanjat,Deinhard Rosé de Blanc et Noir Mediu
562197,kuohuviinit & samppanjat,Devil's Rock Rieslin
008702,kuohuviinit & samppanjat,Henkell Brut Vintage
008944,kuohuviinit & samppanjat,Henkell Tr
008941,kuohuviinit & samppanjat,Henkell Trocken Sek
606717,kuohuviinit & samppanjat,Perisecco Limone S
668497,kuohuviinit & samppanjat,Romeo Be
008501,kuohuviinit & samppanjat,Elysée No 1 Dem
008521,kuohuviinit & samppanjat,Elysée Rosé Dem
533977,kuohuviinit & samppanjat,Chapel Hill Chardonnay
008956,kuohuviinit & samppanjat,Törley Charmant Rouge 
008951,kuohuviinit & samppanjat,Törley Sec C
008953,kuohuviinit & samppanjat,Törley Talisman Dem
551837,kuohuviinit & samppanjat,Arcadia
586027,kuohuviinit & samppanjat,Lindauer Cuvée
509507,kuohuviinit & samppanjat,Lindauer
591767,kuohuviinit & samppanjat,Saint Clair Vicar's Choice
532747,kuohuviinit & samppanjat,Abrau-Durso Demi-Sec
509037,kuohuviinit & samppanjat,Barefoot Bubbly Pink Moscato 
548667,kuohuviinit & samppanjat,Korbel
527354,jälkiruokaviinit,Emiliana Late Harvest Organic Sauvignon Blanc 
439554,jälkiruokaviinit,La Garnacha de Hielo
463876,jälkiruokaviinit,Ètim Verema Tardana
567847,jälkiruokaviinit,Canti Moscato d'Asti
557844,jälkiruokaviinit,La Caliera Moscato d'Asti
564324,jälkiruokaviinit,NES Passito di Pantelleria
479804,jälkiruokaviinit,Avignonesi Occhio di Pernice Vin Santo di Montepulciano
535404,jälkiruokaviinit,Avignonesi Vin Santo di Montepulciano
554584,jälkiruokaviinit,Sangallo Vinsanto di Montepulciano
591644,jälkiruokaviinit,TreRose Vin Santo di Montepulciano
439346,jälkiruokaviinit,Domini Veneti Recioto della Valpolicella
508204,jälkiruokaviinit,Kracher Traminer Auslese
007922,jälkiruokaviinit,Lenz Moser Prestige Trockenbeerenauslese
558624,jälkiruokaviinit,Samos Nectar
584427,jälkiruokaviinit,Trimbach Gewurztraminer Selection de Grains Nobles
561964,jälkiruokaviinit,Château d'Arche
542177,jälkiruokaviinit,Château de Rayne Vigneau
516804,jälkiruokaviinit,Château Doisy-Védrines
549957,jälkiruokaviinit,Château d'Yquem
574504,jälkiruokaviinit,Château Guiraud
551734,jälkiruokaviinit,Château La Tour Blanche
